Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
01/26/2022,Alabama,2021,20,2021-05-22,1093,1005,16,184,22,59,17,56,16,17,19,288,51,49,39,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,21,2021-05-29,1077,992,24,209,21,59,17,58,22,18,17,272,54,33,24,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,22,2021-06-05,1081,981,18,184,22,46,20,65,20,19,19,289,61,36,31,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,23,2021-06-12,1106,1005,19,199,24,61,18,60,25,15,18,273,68,34,31,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,24,2021-06-19,1128,1019,24,218,27,35,21,55,12,32,16,268,63,24,17,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,25,2021-06-26,1074,986,25,163,37,30,16,68,15,20,23,280,63,36,28,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,26,2021-07-03,1060,951,22,203,25,47,13,45,13,22,26,251,72,21,20,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,27,2021-07-10,1131,1022,24,206,19,47,19,45,19,16,20,303,57,37,34,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,28,2021-07-17,1053,973,24,180,33,40,16,62,14,16,23,240,54,42,40,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,29,2021-07-24,1101,990,23,188,38,46,14,74,15,28,27,258,41,63,57,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,30,2021-07-31,1166,1082,26,193,29,52,18,55,15,23,30,269,49,108,102,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,31,2021-08-07,1325,1222,20,196,33,42,15,55,12,19,25,293,70,226,212,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,32,2021-08-14,1435,1349,20,220,36,50,12,65,26,19,22,284,71,345,327,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,33,2021-08-21,1574,1483,21,199,34,48,20,78,13,26,23,324,60,420,401,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,34,2021-08-28,1607,1542,20,195,48,55,12,67,13,16,43,313,68,474,456,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,35,2021-09-04,1599,1498,18,184,34,41,22,50,19,31,32,297,59,495,474,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,36,2021-09-11,1738,1647,26,188,33,49,33,67,18,23,38,323,84,546,529,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,37,2021-09-18,1575,1482,17,194,25,62,22,62,17,22,28,309,54,469,451,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,38,2021-09-25,1444,1345,22,187,31,60,15,48,12,21,25,250,65,409,393,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,39,2021-10-02,1487,1387,20,207,30,42,18,64,11,22,29,271,61,364,348,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,40,2021-10-09,1360,1275,26,195,32,51,21,66,19,17,31,315,63,258,246,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,41,2021-10-16,1264,1169,16,212,31,50,17,48,17,21,34,228,67,214,201,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,42,2021-10-23,1201,1112,32,189,22,45,26,62,21,18,37,251,59,154,139,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,43,2021-10-30,1098,1005,13,185,28,43,12,49,15,22,35,260,44,98,91,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,44,2021-11-06,1170,1087,23,191,42,51,25,62,17,20,39,267,66,84,73,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,45,2021-11-13,1153,1097,27,221,28,47,14,70,17,23,44,251,58,84,76,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,46,2021-11-20,1076,1021,16,174,39,48,11,65,26,23,32,240,62,48,42,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,47,2021-11-27,1158,1082,24,198,30,57,25,70,16,18,34,262,65,56,49,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,48,2021-12-04,1209,1120,34,201,28,52,,61,14,22,33,297,66,66,57,,,,,,,Suppressed (counts 1-9),,,,,,,,
01/26/2022,Alabama,2021,49,2021-12-11,1196,1119,21,198,30,44,18,75,17,26,46,280,62,53,50,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,50,2021-12-18,1086,1018,13,180,33,58,22,52,15,17,33,278,56,70,62,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,51,2021-12-25,1015,956,23,156,25,47,22,52,18,24,26,251,52,66,58,,,,,,,,,,,,,,,
01/26/2022,Alabama,2021,52,2022-01-01,1060,1001,25,174,16,62,20,78,,24,29,246,67,70,57,,,,,,,,,Suppressed (counts 1-9),,,,,,
01/26/2022,Alabama,2022,1,2022-01-08,876,841,15,136,29,42,16,60,14,15,23,196,32,107,101,,,,,,,,,,,,,,,
01/26/2022,Alabama,2022,2,2022-01-15,707,688,10,95,20,43,13,45,14,10,14,166,29,108,102,,,,,,,,,,,,,,,
01/26/2022,Alaska,2020,1,2020-01-04,89,71,,16,,,0,,0,,0,17,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,2,2020-01-11,105,93,,22,,,0,,,,0,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,3,2020-01-18,99,83,,21,,,0,,,,0,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,4,2020-01-25,97,82,,21,,,0,,0,,,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,5,2020-02-01,85,74,,17,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,6,2020-02-08,92,75,0,15,,,,,,,,22,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,7,2020-02-15,89,74,,20,,,0,,,,0,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,8,2020-02-22,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,9,2020-02-29,84,76,,18,,0,,,,,,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,10,2020-03-07,79,68,,20,0,,,,,,0,15,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,11,2020-03-14,92,80,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,12,2020-03-21,69,55,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,13,2020-03-28,86,75,,16,,,,,,,0,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,14,2020-04-04,98,84,,21,,,,,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,15,2020-04-11,84,71,,15,,,,,,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,16,2020-04-18,80,71,0,17,,,,,0,,0,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,17,2020-04-25,61,55,,12,0,,,,,,0,12,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
01/26/2022,Alaska,2020,18,2020-05-02,87,78,,17,,,,,,0,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,19,2020-05-09,89,77,,20,,,,,,0,0,13,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
01/26/2022,Alaska,2020,20,2020-05-16,84,68,0,18,,0,,,0,,,20,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,21,2020-05-23,82,68,0,19,,,0,,0,0,0,17,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,22,2020-05-30,97,82,,23,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,23,2020-06-06,79,66,0,16,,,,,,0,,19,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,24,2020-06-13,88,71,,19,,,,,,0,0,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,25,2020-06-20,92,74,0,28,0,,,,0,,,15,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,26,2020-06-27,90,67,0,16,,,,,,0,,15,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,27,2020-07-04,84,64,,16,,,0,,0,,,17,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,28,2020-07-11,101,83,,20,,,0,,0,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,29,2020-07-18,89,72,0,20,,,0,,0,,,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,30,2020-07-25,93,76,0,20,,,,,0,,,19,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,31,2020-08-01,114,83,0,17,,,0,,,,0,18,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,32,2020-08-08,101,86,,15,,,0,,0,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,33,2020-08-15,74,66,0,15,,,0,,0,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,34,2020-08-22,116,101,,25,,,,,0,0,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,35,2020-08-29,93,75,,23,,,0,,0,0,,11,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,36,2020-09-05,105,89,,20,,,,,,0,0,17,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,37,2020-09-12,87,72,,22,,,0,,0,,,12,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,38,2020-09-19,104,79,,16,,,0,,,,,10,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,39,2020-09-26,114,96,,18,,,0,,,,,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,40,2020-10-03,78,64,0,,,,0,,,0,,19,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,41,2020-10-10,117,97,,20,,,,,,,,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,42,2020-10-17,101,91,,25,,,0,,,,0,14,,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
01/26/2022,Alaska,2020,43,2020-10-24,102,89,0,17,,,,,0,,,27,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,44,2020-10-31,107,94,0,30,,,,,0,,,13,,10,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
01/26/2022,Alaska,2020,45,2020-11-07,114,91,0,22,,,,,0,,0,19,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2020,46,2020-11-14,114,99,0,21,,,,,0,,,18,,16,15,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,47,2020-11-21,122,108,0,22,,,0,,0,,,18,,15,13,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,48,2020-11-28,114,107,,20,,,0,,,,,18,,21,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,49,2020-12-05,118,102,,17,,,,,0,,0,,,31,29,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,50,2020-12-12,135,118,0,24,,,,,0,0,,26,,24,22,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,51,2020-12-19,99,91,,19,,,,0,0,,0,16,,20,19,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,52,2020-12-26,115,100,,17,,,,0,,,0,24,,24,19,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
01/26/2022,Alaska,2020,53,2021-01-02,105,89,,17,,,0,,,0,,11,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2021,1,2021-01-09,113,97,,16,,,,,,,,25,,13,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
01/26/2022,Alaska,2021,2,2021-01-16,130,118,,26,,,,,,,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,3,2021-01-23,97,85,,25,,,0,,,0,0,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,4,2021-01-30,92,79,,18,,,0,,0,0,,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,5,2021-02-06,87,76,,21,,,0,,,,,10,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,6,2021-02-13,93,76,,18,0,,0,,,,0,18,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,7,2021-02-20,88,77,,,,,0,,,,0,19,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,8,2021-02-27,95,82,,14,,,,,,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,9,2021-03-06,98,86,,16,,0,,,,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,10,2021-03-13,85,71,,16,,0,,,,,,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,11,2021-03-20,101,82,0,22,,,0,,,0,0,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,12,2021-03-27,94,76,,15,,,,,,,0,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,13,2021-04-03,89,75,0,22,,,0,,,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,14,2021-04-10,101,81,0,17,,,0,,0,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,15,2021-04-17,95,86,0,22,,0,,11,,,,17,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
01/26/2022,Alaska,2021,16,2021-04-24,84,69,,25,,,0,,,,,10,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
